WAVLEN_MCRN,TOTAL_RAD,GRND_RFLCT,PROFILE,INITIAL_H2O,FINAL_H2O
0.731,0.00068932,0.021952,MLS,0.5,0.88814
0.732,0.00071949,0.023874,MLS,0.5,0.88814
0.733,0.00072274,0.024806,MLS,0.5,0.88814
0.734,0.00073955,0.025653,MLS,0.5,0.88814
0.735,0.00072783,0.025262,MLS,0.5,0.88814
0.736,0.00071386,0.024955,MLS,0.5,0.88814
0.737,0.0007177,0.025137,MLS,0.5,0.88814
0.738,0.0007247,0.025892,MLS,0.5,0.88814
0.739,0.0006924,0.024797,MLS,0.5,0.88814
0.74,0.00070541,0.02552,MLS,0.5,0.88814
0.741,0.00069562,0.025358,MLS,0.5,0.88814
0.742,0.00068397,0.025115,MLS,0.5,0.88814
0.743,0.00070215,0.025918,MLS,0.5,0.88814
0.744,0.00070427,0.026152,MLS,0.5,0.88814
0.745,0.00068727,0.025667,MLS,0.5,0.88814
0.746,0.00069556,0.026085,MLS,0.5,0.88814
0.747,0.0006976,0.026283,MLS,0.5,0.88814
0.748,0.00068615,0.025966,MLS,0.5,0.88814
0.749,0.00068347,0.025976,MLS,0.5,0.88814
0.75,0.00067085,0.025606,MLS,0.5,0.88814
0.751,0.00066668,0.025552,MLS,0.5,0.88814
0.752,0.00067685,0.026054,MLS,0.5,0.88814
0.753,0.00066277,0.025621,MLS,0.5,0.88814
0.754,0.00067391,0.026158,MLS,0.5,0.88814
0.755,0.0006681,0.026039,MLS,0.5,0.88814
0.756,0.00065136,0.025498,MLS,0.5,0.88814
0.757,0.0006546,0.025731,MLS,0.5,0.88814
0.758,0.00065128,0.025706,MLS,0.5,0.88814
0.759,0.00063551,0.025106,MLS,0.5,0.88814
0.76,0.00025188,0.0050867,MLS,0.5,0.88814
0.761,0.00018614,0.0026885,MLS,0.5,0.88814
0.762,0.0004056,0.013505,MLS,0.5,0.88814
0.763,0.00027891,0.0071133,MLS,0.5,0.88814
0.764,0.00035664,0.010871,MLS,0.5,0.88814
0.765,0.00042381,0.014258,MLS,0.5,0.88814
0.766,0.00046025,0.016556,MLS,0.5,0.88814
0.767,0.00052274,0.020029,MLS,0.5,0.88814
0.768,0.00058169,0.023294,MLS,0.5,0.88814
0.769,0.00058546,0.023792,MLS,0.5,0.88814
0.77,0.00058982,0.024287,MLS,0.5,0.88814
0.771,0.00059531,0.024713,MLS,0.5,0.88814
0.772,0.00059164,0.024693,MLS,0.5,0.88814
0.773,0.00058837,0.024665,MLS,0.5,0.88814
0.774,0.00059461,0.025034,MLS,0.5,0.88814
0.775,0.00056656,0.023957,MLS,0.5,0.88814
0.776,0.00058962,0.025035,MLS,0.5,0.88814
0.777,0.00058423,0.024907,MLS,0.5,0.88814
0.778,0.00057747,0.024716,MLS,0.5,0.88814
0.779,0.00057784,0.024829,MLS,0.5,0.88814
0.78,0.00056929,0.02456,MLS,0.5,0.88814
0.781,0.0005658,0.024505,MLS,0.5,0.88814
0.782,0.00057081,0.024819,MLS,0.5,0.88814
0.783,0.00055884,0.024393,MLS,0.5,0.88814
0.784,0.00055423,0.024289,MLS,0.5,0.88814
0.785,0.00055682,0.024475,MLS,0.5,0.88814
0.786,0.00054506,0.024035,MLS,0.5,0.88814
0.787,0.00054957,0.024181,MLS,0.5,0.88814
0.788,0.00053855,0.023703,MLS,0.5,0.88814
0.789,0.00053901,0.023738,MLS,0.5,0.88814
0.79,0.0005262,0.023008,MLS,0.5,0.88814
0.791,0.00052627,0.023332,MLS,0.5,0.88814
0.792,0.00051679,0.023025,MLS,0.5,0.88814
0.793,0.00051426,0.022972,MLS,0.5,0.88814
0.794,0.00050998,0.023168,MLS,0.5,0.88814
0.795,0.0005074,0.02307,MLS,0.5,0.88814
0.796,0.00050744,0.022799,MLS,0.5,0.88814
0.797,0.00050893,0.022971,MLS,0.5,0.88814
0.798,0.0005128,0.023543,MLS,0.5,0.88814
0.799,0.00050953,0.023408,MLS,0.5,0.88814
0.8,0.00049374,0.02268,MLS,0.5,0.88814
0.801,0.00049934,0.022972,MLS,0.5,0.88814
0.802,0.00049735,0.022971,MLS,0.5,0.88814
0.803,0.0004873,0.022569,MLS,0.5,0.88814
0.804,0.00049055,0.022835,MLS,0.5,0.88814
0.805,0.00047641,0.022349,MLS,0.5,0.88814
0.806,0.00049121,0.02327,MLS,0.5,0.88814
0.807,0.00048516,0.023032,MLS,0.5,0.88814
0.808,0.00048133,0.022967,MLS,0.5,0.88814
0.809,0.00046952,0.022385,MLS,0.5,0.88814
0.81,0.00046155,0.021962,MLS,0.5,0.88814
0.811,0.00046918,0.022325,MLS,0.5,0.88814
0.812,0.00045916,0.021587,MLS,0.5,0.88814
0.813,0.00045285,0.021159,MLS,0.5,0.88814
0.814,0.00042758,0.018845,MLS,0.5,0.88814
0.815,0.00042231,0.018694,MLS,0.5,0.88814
0.816,0.00040712,0.01748,MLS,0.5,0.88814
0.817,0.0004105,0.018014,MLS,0.5,0.88814
0.818,0.00040106,0.017461,MLS,0.5,0.88814
0.819,0.00041676,0.019315,MLS,0.5,0.88814
0.82,0.00039107,0.017672,MLS,0.5,0.88814
0.821,0.00042918,0.021007,MLS,0.5,0.88814
0.822,0.00041598,0.020123,MLS,0.5,0.88814
0.823,0.00035602,0.014266,MLS,0.5,0.88814
0.824,0.00041504,0.01985,MLS,0.5,0.88814
0.825,0.00041998,0.020572,MLS,0.5,0.88814
0.826,0.00041254,0.019886,MLS,0.5,0.88814
0.827,0.00042222,0.020954,MLS,0.5,0.88814
0.828,0.00039187,0.01807,MLS,0.5,0.88814
0.829,0.00040915,0.019983,MLS,0.5,0.88814
0.83,0.00039991,0.019519,MLS,0.5,0.88814
0.831,0.00039255,0.019255,MLS,0.5,0.88814
0.832,0.00039341,0.019057,MLS,0.5,0.88814
0.833,0.00039698,0.020181,MLS,0.5,0.88814
0.834,0.00039224,0.019624,MLS,0.5,0.88814
0.835,0.00040669,0.02121,MLS,0.5,0.88814
0.836,0.00040038,0.020434,MLS,0.5,0.88814
0.837,0.0004063,0.021379,MLS,0.5,0.88814
